"Age","Gender","Latitude","Longitude","PSAI_M","PSAI_F","PSAI_Total","Mtoy","Ftoy","BEM_Masc","BEM_Fem"
34,2,42.97579956,-88.48680115,19,45,19.65,1.5,4,2.45,4.7
59,2,34.94610596,-92.08580017,24,51,18.55,1.5,4.67,4.1,5.6
45,2,41.69540405,-87.71029663,31,48,29.55,2.75,4.33,3.65,4.95
24,2,47.62010193,-122.1652985,28,51,22.95,1.5,4.33,4,5.6
52,2,34.17219543,-118.3789978,39,37,50.45,3,3.33,4.7,3.5
31,2,30.51739502,-97.63040161,32,32,48.25,1.75,2,5,5.11
53,2,28.00639343,-82.59049988,30,53,22.95,2.25,4.33,5.55,5.5
58,2,28.47720337,-82.59989929,22,53,14.15,1.5,4.67,4.65,5.65
57,2,27.81520081,-82.62550354,20,34,32.85,2,3.67,4.9,5.75
25,2,29.74490356,-95.73110199,31,32,47.15,3,2.33,3.5,5
26,2,29.68829346,-95.06079865,34,51,29.55,2.25,4.67,3.9,5.5
39,2,36.94790649,-76.25710297,37,50,33.95,2.75,4,5.55,5.9
32,2,41.40409851,-71.47740173,38,49,36.15,2.75,4.33,4.05,5.6
31,2,36.14450073,-115.2257004,43,39,52.65,3.25,2.67,4.53,5.85
22,2,32.22169495,-110.9264984,15,54,5.35,1.25,3.67,5.85,6.7
64,2,35.98869324,-115.1134033,44,23,71.35,2.5,2.33,4.85,5.8
56,2,41.11720276,-96.06109619,28,32,43.85,2,2.33,3.95,4.5
35,2,30.16889954,-92.05989838,35,50,31.75,2.75,4.33,4.65,4.45
32,2,30.1605072,-92.03320313,37,44,40.55,3,3.33,5.2,5.25
31,2,38.89509583,-77.03639984,39,54,31.75,2.5,4.67,4.65,5.7
31,2,38.9559021,-76.94550323,36,54,28.45,2.5,5,4.2,5.5
31,2,38.89509583,-77.03639984,34,49,31.75,2.5,4.33,4.42,5.2
33,2,42.97579956,-88.48680115,28,49,25.15,1,3,3.75,4.55
35,2,42.78529358,-83.58640289,21,41,26.25,1.5,3,5.35,3
68,2,38.74009705,-93.99620056,34,34,48.25,2.5,2.33,4.25,5.58
38,2,40.44059753,-79.99590302,37,45,39.45,3,3.67,5.05,5.63
32,2,40.71429443,-74.0059967,22,43,25.15,2,3,3.2,4.55
69,2,29.39920044,-82.44550323,13,32,27.35,1,1.67,3.9,5.83
28,2,33.30619812,-111.841301,37,25,61.45,2.5,1.67,4.8,4.55
64,2,35.84559631,-86.39029694,14,52,6.45,1,4.33,3.5,6.05
29,2,34.76950073,-92.26709747,37,34,51.55,3,2.67,3.75,5.6
28,2,38,-97,36,36,48.25,2.25,3,4.4,4.7
55,2,41.74049377,-110.1939011,27,46,27.35,2,4,4.05,5.6
39,2,34.05220032,-118.2436981,34,35,47.15,2.75,3,4.15,4.85
25,2,43.03889465,-87.90650177,23,44,25.15,2,3.67,4.45,5.05
52,2,38.89979553,-94.7052002,15,48,11.95,1,3.67,3.89,5.45
35,2,38.78619385,-93.72389984,40,44,43.85,2.25,3,5.4,5.5
35,2,38.584198,-90.126297,38,39,47.15,2.5,3.33,3.65,4.25
48,2,27.25849915,-82.51499939,31,34,44.95,2.25,2.67,4.15,5.8
20,2,34.09640503,-117.9667969,38,37,49.35,3.25,3.33,3.35,3.3
27,2,34.0355072,-118.4297943,32,28,52.65,3,1.67,5.7,4.7
77,2,34.04859924,-117.0142975,26,32,41.65,1.25,3,4.7,5.45
77,2,34.04859924,-117.0142975,29,42,33.95,2.25,4.33,4.55,5.37
39,2,41.42790222,-71.53639984,24,45,25.15,2,4,3.75,5.9
25,2,39.25700378,-76.79460144,38,38,48.25,2.75,3,4.1,5.25
28,2,28.0821991,-82.52390289,44,43,49.35,3,4,5.1,5.2
25,2,42.33659363,-71.07260132,15,12,51.55,1,1,3.9,3.65
51,2,40.87669373,-74.29740143,28,43,31.75,1.75,3.33,5.2,5.33
47,2,35.47990417,-79.18029785,19,43,21.85,2.25,4,2.8,5.8
52,2,28.12030029,-82.35289764,22,46,21.85,1.5,3.33,4.4,4.05
29,2,40.03790283,-76.30549622,20,56,8.65,1.5,4.67,5.9,6.15
35,2,41.05299377,-76.4701004,29,42,33.95,2.5,3,4.5,4.85
20,2,40.68409729,-75.54709625,20,41,25.15,1.75,3.33,2.15,5.3
31,2,37.4960022,-77.47119904,24,44,26.25,2.25,4.33,3.3,4.45
21,2,43.02029419,-72.20429993,43,33,59.25,3,2.67,4.05,5
23,2,39.18170166,-75.5970993,36,21,64.75,2,1.33,4.3,4.05
27,2,41.68159485,-72.94049835,32,34,46.05,2.25,2.33,5.45,4.45
34,2,39.72900391,-104.9527969,29,17,61.45,2.5,1.67,4.6,3.8
68,2,39.80279541,-105.0875015,28,39,36.15,2,3.67,4.05,4.35
39,2,37.50790405,-121.9598999,29,47,28.45,2.25,4,5.6,5.3
35,2,37.7230072,-122.4841995,30,36,41.65,2.5,3.33,4.5,4.55
39,2,38.47019958,-77.49559784,43,52,38.35,2.75,5,4.7,4.9
22,2,34.74150085,-86.6332016,37,29,57.05,3,3,3.75,4.75
27,2,33.30619812,-111.841301,30,39,38.35,2.5,2.67,4.35,5.05
39,2,35.08450317,-106.6511002,23,48,20.75,1.25,4,3.65,5.5
22,2,44.05209351,-123.0867004,27,48,25.15,2.5,4.33,4.95,4.75
45,2,47.90150452,-122.1844025,37,28,58.15,2.75,2.33,3.6,4.9
40,2,34.63400269,-86.45700073,55,17,90.05,4.25,1,5.3,4.55
29,2,31.854599,-81.27380371,21,57,8.65,2.25,4.67,5.44,5.2
30,2,40.03259277,-75.11579895,36,46,37.25,2,3.33,5.35,4.7
61,2,42.84959412,-72.66439819,28,43,31.75,2.25,3.67,4.95,5.6
29,2,45.67410278,-122.4714966,23,50,18.55,1.75,3.67,3.65,4.85
20,2,39.44389343,-104.8515015,24,48,21.85,2.25,3.67,3.85,4.65
61,2,40.72290039,-73.8423996,32,49,29.55,4,4,3.45,5.4
63,2,37.36500549,-79.30989838,14,26,35.05,1,1,4.85,6.2
64,2,41.38639832,-81.30419922,30,38,39.45,3,2.33,4.1,4.9
35,2,37.1289978,-84.08329773,32,47,31.75,2.25,3.33,2.8,4.4
39,2,28.49130249,-81.40969849,44,45,47.15,5,5,4.05,4.55
41,2,35.17140198,-78.89559937,24,21,51.55,1.5,1.33,5.2,3.95
44,2,31.00430298,-97.75430298,28,56,17.45,2.25,4,4.65,5.4
55,2,32.22590637,-95.38829803,22,35,33.95,1,1.67,3.15,5.75
34,2,46.19329834,-123.0547943,45,31,63.65,2.5,2.33,5.53,5.95
47,2,40.38169861,-79.78929901,30,42,35.05,2.5,3.67,4.3,5.3
44,2,40.22669983,-78.77940369,31,30,49.35,2.5,2.33,4.6,4.55
29,2,40.36180115,-80.69589996,29,31,46.05,1.75,3,2.5,3.4
23,2,35.05079651,-80.81860352,32,50,28.45,2.5,4.33,3.25,5.65
59,2,35.54460144,-78.8309021,24,49,20.75,1.5,4,3.85,5.95
36,2,36.33009338,-78.40830231,23,44,25.15,2,4,4.45,3.32
36,2,36.50540161,-79.73940277,42,36,54.85,3.75,3,4.4,6
54,2,34.92730713,-78.90930176,16,46,15.25,1.25,2.67,4.9,4.7
22,2,33.2507019,-86.9210968,32,38,41.65,2.75,3,3.65,4.85
25,2,37.00579834,-76.66560364,59,16,95.55,5,1.33,6.25,5.15
25,2,36.9559021,-76.53630066,57,25,83.45,5,1.67,5.95,4.95
26,2,43.56739807,-83.82209778,37,33,52.65,2.75,2.67,4,4.6
59,2,39.54249573,-119.8460999,22,49,18.55,1.75,4.33,3.8,4.55
41,2,33.81149292,-118.1867981,41,48,40.55,3,4,4.35,3.55
32,2,33.03410339,-96.87049866,27,38,36.15,1.75,3.33,3.55,4.2
33,2,33.46420288,-80.44860077,47,33,63.65,4.5,3.33,5.85,4.55
73,2,31.41160583,-81.41670227,25,57,13.05,2,4.67,4.6,5.6
40,2,38.9506073,-94.77909851,23,21,50.45,2.25,2,6.15,5.15
37,2,44.36219788,-122.6959,30,54,21.85,2.75,4,2.8,5.4
36,2,36.97839355,-93.23320007,23,40,29.55,1.75,3.33,4.1,5.3
34,2,38,-97,39,40,47.15,3.25,3.33,5.2,4.6
21,2,47.2993927,-111.344101,20,36,30.65,1,2.67,3.95,4.4
30,2,38.47790527,-105.4555969,21,40,27.35,1.5,3,3.15,3.45
23,2,29.39509583,-98.59549713,28,38,37.25,1,3,5.7,5.75
29,2,26.17880249,-98.35949707,14,41,18.55,1,3.33,3.2,4.85
35,2,29.55479431,-98.69509888,36,45,38.35,1.75,4.33,4.6,5.4
40,2,27.78970337,-82.728302,32,33,47.15,2.25,2.67,4.45,3.55
36,2,27.78970337,-82.728302,32,29,51.55,2.25,1.67,4.1,4.1
37,2,28.75010681,-82.51660156,30,34,43.85,3.25,3.67,5,4.95
21,2,38,-97,45,44,49.35,4.75,3.33,5.3,5.05
28,2,36.17869568,-115.3152008,36,46,37.25,2.75,4.67,4.45,4.5
60,2,36.17869568,-115.3152008,23,43,26.25,1.75,3.33,5.55,5
31,2,41.9980011,-71.49410248,14,50,8.65,1.5,4.33,4.1,6
31,2,41.39280701,-81.73470306,22,55,11.95,1.5,4.67,3.6,6.05
47,2,37.07299805,-95.61840057,31,45,32.85,2.5,4.33,3.9,4.85
33,2,36.04020691,-95.87960052,21,52,14.15,1.25,4,3.4,5.05
50,2,32.67070007,-117.0946045,17,28,36.15,1.5,2,2.85,4.85
33,2,41.83790588,-71.39320374,39,33,54.85,3,3,5.05,4.75
34,2,41.64649963,-80.1733017,44,33,60.35,3.5,2.67,4.95,4.8
35,2,40.72290039,-73.8423996,30,39,38.35,2.5,2.67,3.95,5.75
30,2,19.71080017,-155.8739929,48,24,74.65,3.75,1,4.9,3.9
20,2,37.53640747,-90.31970215,13,13,48.25,1,1,4.11,3.89
33,2,35.58999634,-82.55809784,33,28,53.75,2.75,2.67,4,4.8
33,2,18.42080688,-66.06159973,35,27,57.05,2.5,2.67,6.25,4.85
25,2,28.27220154,-82.3321991,25,48,22.95,2,4.67,2.45,5
36,2,28.25799561,-82.47969818,42,48,41.65,2.5,3.67,5.75,5
38,2,42.59080505,-71.80549622,43,28,64.75,2.5,1.67,5.4,5.35
27,2,40.86689758,-74.8219986,27,45,28.45,1.75,3.67,5.35,5.55
27,2,34.1578064,-116.273201,27,51,21.85,1,4.33,5.35,5.2
33,2,33.9223938,-117.2476044,41,38,51.55,3,3,5,5.2
34,2,43.10980225,-76.19950104,49,23,76.85,3.5,1.67,5.1,5.1
37,2,26.58839417,-80.20780182,29,37,39.45,2.25,2.67,3.2,4.9
53,2,38.48840332,-121.4024048,43,42,49.35,2,3,5.65,5.89
22,2,37.7230072,-122.4841995,31,33,46.05,2.5,2,4.95,4.9
29,2,40.49809265,-74.52449799,30,38,39.45,2.25,3.67,4.9,5.05
34,2,40.289505,-86.05400085,32,32,48.25,2.5,2,3.45,5.3
40,2,30.35090637,-81.6446991,21,53,13.05,1.5,4,4.75,5.53
25,2,39.95559692,-86.01390076,27,39,35.05,2.25,3.33,5.35,4.6
24,2,40.31489563,-86.89080048,39,35,52.65,3.25,3,4.5,5.6
51,2,39.79299927,-86.28530121,28,48,26.25,3,3.67,4.3,4.65
23,2,42.95359802,-85.6576004,26,51,20.75,2.5,3,4.35,5.95
23,2,42.46549988,-82.90129852,45,46,47.15,2.25,3.33,4.55,5.4
34,2,32.78059387,-79.94120026,32,45,33.95,2.25,3.67,4.2,3.7
33,2,47.03790283,-122.9006958,46,26,70.25,3.75,2,4.85,4.75
25,2,39.64779663,-104.9878006,20,55,9.75,1.25,4,2.9,5.95
25,2,39.50759888,-104.6772995,16,46,15.25,1.25,3.67,2.35,5.35
41,2,29.75100708,-95.61299896,24,40,30.65,2.25,3.67,4.85,4.5
23,2,40.44949341,-79.98799896,37,35,50.45,3.25,3,3.85,4.75
70,2,33.73320007,-84.20210266,21,35,32.85,1.25,2.33,4.75,4.7
29,2,47.62010193,-122.1408005,32,36,43.85,2.25,2.33,4.85,5.3
34,2,47.30780029,-122.2642975,19,38,27.35,1,3.33,5.8,4.7
25,2,45.00289917,-93.48750305,32,26,54.85,1.5,1.67,3.8,4
29,2,38.8809967,-77.10430145,37,35,50.45,3,3,5.4,3.65
66,2,47.25289917,-122.4443054,34,32,50.45,2.75,2,5.45,4
36,2,30.63110352,-88.2818985,29,37,39.45,1.75,2.33,5.2,3.3
56,2,39.04699707,-121.3975983,28,48,26.25,1.25,3.67,3.35,5.75
69,2,42.12869263,-88.26540375,33,40,40.55,3,3.67,4.75,5.15
40,2,40.46609497,-88.90339661,33,34,47.15,1.75,2.67,4.75,3.35
42,2,30.290802,-81.63300323,22,50,17.45,1,4,6.1,5.74
43,2,47.66360474,-122.3804016,24,40,30.65,2.25,3.67,4.2,4.7
49,2,26.6217041,-81.84059906,19,27,39.45,1.5,2.67,4.2,4.2
30,2,34.01150513,-117.8535004,33,25,57.05,2.5,2.33,4.45,4.8
56,2,39.38169861,-76.72650146,37,40,44.95,2.5,3,4.65,4.8
31,2,43.12399292,-76.13259888,30,39,38.35,2,3.33,4.65,5.55
29,2,40.34410095,-79.97730255,39,37,50.45,2.5,3.33,5.25,5.15
62,2,38.32829285,-85.6957016,43,39,52.65,2.75,4.33,5.65,6.35
28,2,38.02810669,-87.51190186,19,22,44.95,1,1.67,5.65,5.6
48,2,38.02810669,-87.51190186,27,31,43.85,2,2,5.05,5.75
53,2,39.01629639,-84.59809875,51,40,60.35,3.75,3,5.15,4.15
26,2,39.06570435,-84.52899933,28,52,21.85,1.75,3,3.3,6.05
39,2,39.02400208,-84.56240082,20,36,30.65,1.25,3,4.55,4.1
25,2,29.64390564,-82.73699951,38,21,66.95,1.75,1.67,4.3,2.7
35,2,37.65759277,-82.75479889,30,26,52.65,1.75,2.67,5.1,2.95
28,2,30.13459778,-93.27300262,31,34,44.95,2.75,3.33,4.6,4.9
27,2,30.44160461,-97.59860229,36,40,43.85,2.5,3.33,4.9,4.65
43,2,43.12669373,-77.7315979,24,35,36.15,1.25,3,3.9,5.35
34,2,39.57510376,-110.8023987,32,55,22.95,3.25,4.67,4.47,4.6
43,2,39.33670044,-84.54959869,21,49,17.45,1.25,3.67,4.85,4.9
57,2,35.39019775,-82.37249756,23,56,11.95,1.75,4.67,3.55,5.8
30,2,42.63879395,-75.29969788,38,38,48.25,2.5,3.33,5.2,5.4
57,2,42.11929321,-123.6027985,19,40,25.15,1,2.67,4.68,5.45
39,2,40.5131073,-81.86889648,35,37,46.05,2.25,3,5.9,4.67
34,2,42.44880676,-94.22540283,28,39,36.15,2.5,3.33,3.7,3.65
26,2,40.66499329,-73.75019836,26,39,33.95,1.75,3,3.5,4.4
30,2,42.96240234,-75.96029663,37,47,37.25,2.5,3,5.3,5.75
55,2,44.40510559,-69.75669861,37,39,46.05,3.5,3.67,3.6,4.65
19,2,43.08990479,-77.63760376,35,42,40.55,3.5,4.67,4.55,4.3
45,2,44.86349487,-68.84020233,29,45,30.65,2.5,3.67,2,5.3
18,2,44.86349487,-68.84020233,14,47,11.95,1,4,3.9,4.9
34,2,44.86349487,-68.84020233,35,34,49.35,2.5,3,5.05,3.65
22,2,42.60969543,-73.86789703,19,25,41.65,1,2,3.5,6.05
21,2,42.73550415,-73.72039795,17,50,11.95,1.25,4.33,3.95,4.3
26,2,30.16889954,-92.05989838,23,42,27.35,2,2.67,3.85,3.65
29,2,41.28120422,-92.65019989,30,29,49.35,2,2.33,4.9,4.15
29,2,36.1157074,-83.93139648,27,55,17.45,2,4.67,3.45,5.65
37,2,40.37559509,-74.65969849,32,33,47.15,2.5,2.67,4.35,4.95
36,2,37.93519592,-77.88079834,32,41,38.35,2.25,3.33,3.85,5.2
31,2,35.1427002,-77.16300201,23,37,32.85,2.25,3,3.85,5.15
32,2,39.72839355,-86.06900024,37,40,44.95,2.5,3,4.15,3.7
35,2,28.2059021,-82.32009888,40,35,53.75,2.5,2.67,4.3,4.67
31,2,30.30639648,-82.9878006,28,30,46.05,2.5,2.67,5.35,3.7
30,2,33.02470398,-83.229599,21,54,11.95,1.25,5,5.1,4.83
52,2,39.95370483,-82.93170166,25,49,21.85,2.5,4.33,3.45,5.53
33,2,30.08610535,-94.10179901,48,20,79.05,3.5,1.67,5.3,5.35
47,2,43.13180542,-83.99909973,25,52,18.55,1.25,4,5,4.45
24,2,31.30760193,-85.88059998,28,30,46.05,1.75,3,3.15,3.3
26,2,38.51210022,-89.89980316,31,39,39.45,2.25,3.33,2.65,3.45
26,2,38.4907074,-90.37960052,28,35,40.55,2.25,2.67,4.45,5.4
54,2,44.03869629,-84.84140015,28,55,18.55,2,5,4.95,5.3
40,2,43.04429626,-83.51920319,19,51,13.05,1.5,4,2.4,5.1
28,2,43.05189514,-83.33460236,31,32,47.15,2.5,2,3.1,4.7
28,2,45.34489441,-84.91500092,20,40,26.25,1.25,3,3.85,4.6
57,2,35.60090637,-82.55400085,30,44,32.85,2.5,4.33,3.95,5.95
40,2,34.12069702,-84.00440216,27,38,36.15,1,2.33,4.3,5.85
29,2,33.18409729,-86.25150299,38,36,50.45,2.75,3,3.95,4.6
32,2,40.52900696,-122.3216019,52,19,84.55,3.5,1,5.45,3.55
57,2,39.01519775,-119.7505951,17,53,8.65,1,4,3.65,5.79
49,2,33.90710449,-118.0766983,22,45,22.95,1.5,3.33,3.65,5
32,2,34.14700317,-118.1391983,44,44,48.25,3,4.33,5.9,4.35
32,2,39.92050171,-105.0867004,29,29,48.25,2.25,1.67,4.15,4.15
64,2,39.73919678,-104.9847031,20,51,14.15,1.5,4.33,3.45,4.45
57,2,44.97999573,-93.26380157,31,31,48.25,2.5,1.67,4.45,4.26
31,2,44.97999573,-93.26380157,43,29,63.65,2.5,2,4.05,5.1
30,2,41.60049438,-93.60910034,36,46,37.25,2.25,3.67,5.79,5.45
31,2,43.61349487,-116.2034988,36,36,48.25,3,3,4,5.35
38,2,35.13110352,-80.85119629,31,36,42.75,2.25,3,3.5,4.65
30,2,33.99000549,-81.10160065,41,31,59.25,3.25,3,5.55,4.1
42,2,35.74630737,-78.72389984,34,32,50.45,2,2.67,4.85,4.45
31,2,35.07400513,-81.21289825,39,28,60.35,3.5,2.33,4,4.15
39,2,40.10090637,-83.01409912,32,41,38.35,1.75,3.67,3.95,4.85
29,2,32.21609497,-89.88990021,33,33,48.25,1.5,3,5.15,4.35
27,2,43.63609314,-72.24130249,33,33,48.25,2.5,2.67,4.5,4.15
72,2,38.09339905,-104.6651993,29,38,38.35,2.5,3.33,5.3,5.05
34,2,38.87649536,-104.8287964,23,44,25.15,1.5,3.67,3.95,3.95
48,2,39.73970032,-104.7939987,24,44,26.25,1.5,3,3.3,6
37,2,38.95840454,-104.7573013,34,37,44.95,2.25,3,4.2,4.7
52,2,40.20150757,-77.18890381,37,49,35.05,3.5,4.33,4.05,5.7
23,2,40.35139465,-75.93060303,48,38,59.25,3.25,2.67,5.45,4.6
33,2,27.78990173,-82.6772995,25,36,36.15,1.75,3.33,3.65,5.9
41,2,34.04859924,-118.4423981,17,40,22.95,1,3,6,4.1
29,2,41.72169495,-92.71759796,29,34,42.75,1.75,2.67,5.05,4.3
26,2,45.52340698,-122.6762009,39,34,53.75,2.25,2.33,4.9,5.4
32,2,41.228302,-75.79350281,27,41,32.85,1.75,4,3.7,5.15
43,2,40.78179932,-75.98699951,17,52,9.75,1.75,3.33,3.2,4.35
42,2,38.78619385,-93.72389984,33,31,50.45,2,2.67,3.7,4.45
33,2,39.20429993,-76.88330078,37,36,49.35,3,2.67,4.15,4.8
48,2,47.43559265,-122.1141052,27,39,35.05,2.5,2.33,4,6.15
41,2,47.67269897,-122.1873016,51,19,83.45,4,1.33,4.4,3.6
25,2,37.31199646,-77.63439941,42,45,44.95,3.5,4.33,3.6,4.6
48,2,38.581604,-121.4944,25,52,18.55,2,3.33,4.65,4.7
28,2,40.65589905,-74.30449677,38,54,30.65,3,4.67,4.75,5.2
31,2,35.96060181,-83.92070007,22,49,18.55,1.5,5,4.3,6
33,2,37.71859741,-121.9163971,34,28,54.85,3,2.33,4.9,5.16
28,2,34.10400391,-117.6641998,24,49,20.75,1.75,3.67,5.2,5
56,2,34.10400391,-117.6641998,35,34,49.35,3,2.33,4.9,4.45
24,2,38.41299438,-82.72570038,50,17,84.55,4.5,1.33,5.1,4.4
47,2,34.76780701,-79.46389771,36,51,31.75,2.25,4.33,4.8,4.9
67,2,32.97219849,-96.73760223,37,52,31.75,3,4.33,6.2,5
23,2,32.85229492,-97.13420105,35,46,36.15,3.25,4.33,4.3,4.65
44,2,32.89160156,-96.56839752,30,36,41.65,2.5,2,4.8,4.75
27,2,32.66149902,-97.16940308,33,40,40.55,2.75,3.33,5.15,5.1
41,2,41.49729919,-81.4713974,21,25,43.85,2,1,3.5,4.8
51,2,41.49729919,-81.4713974,33,42,38.35,2.25,3.67,4.6,4.8
20,2,41.01460266,-81.44439697,53,32,71.35,3.75,1.67,6.2,3.2
22,2,41.38909912,-81.53679657,22,55,11.95,2.25,4,5.65,6.45
50,2,40.37260437,-83.74770355,26,29,44.95,1.5,2.67,4.35,5.05
67,2,29.03219604,-95.46990204,25,25,48.25,1.5,1.67,4.7,5.05
31,2,33.08700562,-117.1329041,22,43,25.15,1.25,3.33,4.15,5.05
32,2,42.43119812,-83.48329926,26,42,30.65,2,3,5.3,4.35
41,2,42.46609497,-72.55549622,38,43,42.75,3.75,3.67,5.35,5.8
47,2,41.92320251,-87.80570221,35,40,42.75,1.75,4,4.05,5.05
27,2,32.73570251,-97.10810089,39,34,53.75,3,3,5.25,4.95
50,2,45.44070435,-122.6156998,38,30,57.05,2.75,1.67,3.75,3.25
57,2,42.33059692,-72.63059998,23,42,27.35,1,2.67,5,5.8
33,2,39.67889404,-86.12760162,42,34,57.05,2.25,3,4.3,5
56,2,37.40330505,-119.6138,32,56,21.85,2,5,4.63,5.53
34,2,34.25770569,-84.49210358,21,25,43.85,1,2.67,5.55,2.65
23,2,32.06669617,34.76669312,32,56,21.85,1.75,5,6.15,5.3
30,2,28.05729675,-81.5687027,25,21,52.65,1.5,2.33,4,4
28,2,55.6000061,13,19,54,9.75,1.5,4.33,4.9,4.85
27,2,52.41670227,9.600006104,26,20,54.85,2.25,1.33,3.8,4.55
34,2,52.5,5.75,36,33,51.55,2,2.67,4.95,5.2
32,2,30.4730072,-89.1493988,36,33,51.55,3,2.33,4.9,5.25
18,2,42.58880615,-71.44159698,38,35,51.55,2,3,5.05,4.35
27,2,33.66549683,-116.983902,32,30,50.45,2.25,3,3.3,3.6
37,2,39.87409973,-74.80899811,33,37,43.85,2.5,4,4.95,4.75
57,2,28.21580505,-82.6595993,25,49,21.85,2.25,3.67,4.95,6.2
54,2,42.55870056,-83.00920105,17,57,4.25,1.75,5,2.7,5.7
26,2,34.00909424,-84.00879669,17,42,20.75,1.75,4,2.65,5.15
28,2,35.05189514,-81.97360229,41,38,51.55,3.25,3.33,5.2,4.3
60,2,34.94960022,-81.93209839,22,50,17.45,1.25,4.33,4.65,4.4
49,2,39.50489807,-118.2899017,30,44,32.85,2.25,4,5.85,4.6
32,2,38.59739685,-90.00710297,23,53,15.25,2,4.33,4.55,5.1
34,2,46.41819763,-118.9002991,34,28,54.85,2.5,2.67,3.85,3.75
20,2,33.75419617,-118.2019043,28,30,46.05,2.5,3,5.95,4.7
26,2,42.40409851,-88.60230255,43,43,48.25,3.25,4.33,5.25,4.5
46,2,40.875,-74.0298996,21,52,14.15,1.25,4,3.9,5.1
37,2,39.73919678,-104.9847031,25,50,20.75,1.5,3.67,4.63,5.55
56,2,39.73919678,-104.9847031,35,42,40.55,2.5,3.33,4.65,5.7
54,2,41.60049438,-93.60910034,24,32,39.45,2,2.67,4.1,4.8
38,2,28.80059814,-81.27310181,47,21,76.85,3,1.67,6.16,4.5
24,2,35.12930298,-118.5110016,33,33,48.25,2.25,3,4.85,4.95
48,2,38,-97,17,45,17.45,2,3,2.2,6.3
27,2,27.94749451,-82.45839691,19,53,10.85,1.25,3.33,3.75,5.05
60,2,26.14509583,-98.11969757,38,41,44.95,3,4,3.85,4.85
34,2,35.76660156,-81.33550262,29,38,38.35,2,3,4,4.95
27,2,43.04429626,-83.51920319,25,42,29.55,2.25,3.33,3.65,4.8
30,2,38.80220032,-90.6269989,25,40,31.75,2.5,2.67,2.85,5.55
31,2,34.14250183,-118.2550964,32,43,36.15,3,3.33,4.25,5.4
30,2,34.17480469,-117.8750992,45,23,72.45,3.5,3,6.25,4.05
24,2,27.74290466,-82.64790344,35,25,59.25,2,2,3.5,3.8
51,2,40.16560364,-74.82189941,34,35,47.15,1.5,3.67,4.6,5.55
20,2,37.54150391,-77.6678009,26,34,39.45,1.75,2.33,3.55,4.55
25,2,34.22050476,-77.87020111,24,59,9.75,1.75,5,5.6,5.7
23,2,47.2993927,-111.344101,43,33,59.25,3,3.67,4.45,5.9
44,2,39.07000732,-108.5376968,30,49,27.35,2.25,4.67,4.05,4.95
52,2,41.61819458,-74.33609772,57,52,53.75,4.25,5,4.2,5.15
37,2,38.75700378,-77.1486969,35,34,49.35,2.25,2.33,3.85,5.2
37,2,36.26429749,-95.82769775,46,47,47.15,3,3.33,4.63,5.3
22,2,41.9980011,-71.49410248,28,43,31.75,1.75,3.33,6.1,6.05
32,2,37.11700439,-76.5134964,30,32,46.05,1,3,3.85,4.9
30,2,36.06069946,-95.80639648,31,34,44.95,2.5,3,3.25,3.8
27,2,32.58140564,-83.62860107,39,47,39.45,3.25,3.67,5.3,5.45
57,2,38,-97,31,42,36.15,2.25,3.67,4.95,5.75
38,2,29.6381073,-82.41410065,29,27,50.45,2,2.67,5,3.55
34,2,33.62219238,-84.52310181,20,50,15.25,1,4.67,5.75,5.9
33,2,33.58790588,-84.646698,18,53,9.75,1,4.33,5.55,6.26
24,2,38,-97,34,41,40.55,2.75,3.67,5,5.05
49,2,37.25250244,-121.8894043,48,53,42.75,3.75,4.67,5.25,5.5
22,2,35.88960266,-86.31659698,34,39,42.75,2.5,3.33,4.35,4.6
52,2,42.81350708,-70.88600159,29,37,39.45,1.5,2.67,5.2,5.35
47,2,41.70150757,-71.15509796,26,47,25.15,2,4,3.65,4.9
51,2,40.68049622,-80.59480286,26,37,36.15,1.5,3.67,4.9,6.25
22,2,40.62480164,-74.89389801,21,45,21.85,1.25,3.33,2.8,6.25
43,2,40.43980408,-86.08930206,17,47,15.25,1.5,4.33,4.35,4.75
31,2,43.01409912,-85.60089874,32,42,37.25,2.5,4,4.15,5.6
20,2,40.41200256,-90.62380219,33,38,42.75,2,3,4.5,5.05
24,2,40.2368927,-85.46790314,36,38,46.05,2.75,3,4.7,4.6
28,2,41.4631958,-87.69300079,47,41,54.85,4,4.33,4.1,5.2
27,2,40.4026947,-85.20549774,34,41,40.55,2.5,3.33,3.6,5.4
22,2,44.90159607,-122.9223022,32,40,39.45,3,3,2.85,4.7
26,2,45.05059814,-93.24459839,19,46,18.55,1.5,3.67,5,5.6
42,2,42.65800476,-83.18430328,30,52,24.05,2.5,4.67,4.05,6.5
57,2,45.4763031,-122.6408005,27,37,37.25,2.25,3.33,3.9,4.95
26,2,45.02360535,-123.1125031,23,40,29.55,1.75,3,5,4.65
29,2,38.53689575,-122.8123016,38,37,49.35,3.25,3,4.65,4.9
29,2,34.49429321,-84.91120148,40,33,55.95,2.25,2.33,4.15,4.3
22,2,36.07139587,-79.76789856,31,49,28.45,2.5,3.33,5.37,6.15
54,2,39.30310059,-82.08280182,15,44,16.35,1.25,3,2.9,4.85
60,2,34.73039246,-86.58609772,36,41,42.75,3.5,3.33,4.5,4.42
39,2,29.65159607,-82.32479858,21,50,16.35,1,5,4.9,5.2
29,2,34.73039246,-86.58609772,21,50,16.35,1,4,3.55,5.5
