"Age","Gender","Latitude","Longitude","PSAI_M","PSAI_F","PSAI_Total","Mtoy","Ftoy","BEM_Masc","BEM_Fem"
29,1,41.3433075,-73.06539917,44,25,69.15,4,1.67,5.65,3.25
21,1,27.90029907,-82.30239868,52,14,90.05,4.25,1,6.45,3.75
59,1,38.73649597,-120.8042984,50,14,87.85,4,1,5.85,4.2
41,1,36.86689758,-88.98819733,38,33,53.75,3.5,2,4.75,3.4
38,1,39.11480713,-77.24620056,55,16,91.15,4.25,1,5.55,4.45
27,1,43.30749512,-71.82620239,48,23,75.75,4.5,1.67,5.95,4.15
41,1,40.95840454,-75.97460175,42,18,74.65,3.75,1,4,4.05
22,1,37.36459351,-85.37580109,42,24,68.05,4,1.33,6,2.68
38,1,28.66529846,-81.41880035,52,22,81.25,4,1,5.9,4.9
58,1,28.38189697,-82.65049744,46,21,75.75,3.75,1,4.75,4.25
23,1,40.11720276,-74.84950256,41,19,72.45,3.75,1,6.75,2.9
29,1,30.13459778,-93.27300262,42,18,74.65,2.75,1,5.5,5.15
19,1,35.81809998,-78.56359863,39,20,69.15,2.5,1.67,4.95,4.5
48,1,35.98989868,-79.6984024,45,35,59.25,4,2.33,5.8,5.65
27,1,39.93589783,-75.15339661,49,28,71.35,3.75,1.33,5.4,5.35
33,1,32.81199646,-96.81430054,48,15,84.55,3.75,1,4.8,4.1
19,1,37.73750305,-121.4257965,31,20,60.35,2,1,3.5,3.95
20,1,32.72349548,-97.46250153,47,26,71.35,3.75,2.33,4,5.32
27,1,35.90220642,-78.62830353,37,17,70.25,3.25,1,4.7,3.95
35,2,33.97920227,-81.2589035,22,52,15.25,1,5,4.85,5.7
41,2,43.0308075,-75.99970245,19,42,22.95,1.25,3,4.35,5.15
24,2,37.97799683,-122.0310974,23,39,30.65,1.5,3.33,5.2,6.15
25,2,33.48109436,-84.47979736,34,32,50.45,2.75,2.67,4.5,4.5
57,2,27.89179993,-82.72480011,23,37,32.85,1,3.33,5.3,6.15
26,2,30.66990662,-88.10559845,37,35,50.45,2.25,3,5.05,3.83
35,2,33.8710022,-84.46350098,29,47,28.45,2.25,4,5.37,5.15
33,2,33.83120728,-117.6053009,20,21,47.15,1.25,2,4.55,4.25
25,2,38.69299316,-121.6811981,23,43,26.25,1.75,3.33,5.2,5.4
28,2,28.46380615,-80.67250061,29,47,28.45,3,4.33,3.8,4.6
51,2,36.32189941,-95.2826004,25,50,20.75,2,4,4.1,5.6
45,2,28.91099548,-81.1855011,25,46,25.15,1.5,4,5.2,4.9
34,2,28.08360291,-81.44049835,39,35,52.65,3,3,6.05,4.75
51,2,30.28660583,-81.51499939,26,48,24.05,2,3.33,4.5,6.15
34,2,34.05220032,-118.2436981,36,34,50.45,2,2.33,5.3,4.05
24,2,26.28739929,-98.1167984,39,38,49.35,2.75,3.33,5.74,4.45
25,2,34.06900024,-118.3502045,43,29,63.65,3.25,2.33,5.8,4.9
46,2,35.98989868,-79.6984024,22,35,33.95,1.5,2.33,4.75,4.25
21,2,39.19500732,-76.66870117,31,43,35.05,2.5,3.67,4.15,4.65
45,2,37.21899414,-93.31759644,38,21,66.95,2.5,1.33,3.7,3.94
63,2,35.5500946,-89.63870239,28,55,18.55,2.25,5,4.45,5.65
24,2,38.63989258,-90.18399811,18,38,26.25,1,2.67,4.5,4.75
48,2,34.02850342,-118.3177032,32,41,38.35,2.25,3.33,5.25,5.5
28,2,39.95970154,-75.19680023,41,45,43.85,2.25,3,6,5.6
24,2,40.43440247,-80.02480316,35,32,51.55,1.5,2,4.05,4.9
19,2,31.69949341,-94.60739899,44,16,79.05,3,1.67,5.55,3.55
26,2,36.17500305,-115.1371994,35,24,60.35,3.5,2,3.3,3.9
44,2,37.96850586,-84.14600372,20,54,10.85,1.25,4.33,5,5.9
38,2,32.85920715,-97.08190155,32,37,42.75,2.5,3.33,4.15,3.5
25,2,29.83210754,-95.73459625,30,43,33.95,2,3,5.85,5.65
20,2,39.95970154,-75.19680023,22,48,19.65,2,3.67,5.3,4.3
26,2,26.30169678,-98.16329956,37,50,33.95,3,4.33,4.25,5.35
31,2,34.05220032,-118.2436981,27,47,26.25,1.5,3.33,3.7,3.8
42,2,36.22810364,-91.74240112,29,43,32.85,1.75,4,4.55,4.7
26,2,42.44880676,-94.22540283,23,21,50.45,2,1.33,4.25,4.8
42,2,38,-97,26,33,40.55,2.25,2,5.7,3.6
28,2,41.23240662,-95.87619781,46,44,50.45,3.25,3.67,4.45,4.3
48,2,48.19869995,-114.3856964,35,37,46.05,2.5,2.67,5.1,3.6
34,2,38,-97,25,43,28.45,2.25,4,4.5,4.15
34,2,39.04170227,-94.72019958,25,31,41.65,1.5,3,4.6,4.95
43,2,38,-97,30,39,38.35,1.75,4,3.2,5.3
44,2,33.74530029,-84.38289642,28,29,47.15,1.5,1.67,4.5,5.16
26,2,41.74029541,-87.65399933,39,48,38.35,2.5,4.33,5.55,6
28,2,41.26150513,-96.05269623,31,53,24.05,2,4,5.55,5.3
37,2,37.98869324,-84.47769928,28,51,22.95,2.25,3.67,4.35,6.05
41,2,42.0644989,-71.08709717,19,36,29.55,1.25,3.33,3.05,5.75
39,2,47.32929993,-122.580101,43,37,54.85,3.25,3.33,4.95,4.75
36,2,42.27409363,-91.01409912,31,46,31.75,2,3.67,5.75,2.05
22,2,18.03329468,-77.5,24,57,11.95,1.75,4,5.4,6.15
25,2,33.37339783,-84.85410309,38,40,46.05,2.75,3.33,4.9,4.1
24,2,39.0045929,-77.03690338,37,30,55.95,2.25,2.33,4.35,4.25
35,2,40.61520386,-75.54370117,42,36,54.85,2.75,4,3.84,3.65
33,2,40.52819824,-88.98010254,31,37,41.65,2,3,4.45,5.4
30,2,40.80039978,-124.1528015,29,34,42.75,1.5,2.67,5.3,4.55
34,2,31.10639954,-97.40709686,46,43,51.55,3.5,3.67,4.7,4.55
29,2,43.70530701,-84.23770142,36,47,36.15,3,4,3.75,5.3
25,2,42.8526001,-86.126297,38,29,58.15,3,2,4,5.2
28,2,43.01609802,-86.12670135,15,33,28.45,1.25,2,4.35,5.1
51,2,30.53210449,-97.72859955,16,41,20.75,1,3.33,5.1,5.6
31,2,42.728302,-84.48819733,27,40,33.95,2,2.33,3.7,4.8
42,2,55.80000305,13.1000061,23,41,28.45,1.5,2.67,4.85,5.3
40,2,32.9954071,-117.0753021,32,31,49.35,2.5,2.67,4.16,4.4
30,2,41.86610413,-88.10700226,32,45,33.95,2.75,3.67,4.15,4.45
36,2,39.8321991,-94.83439636,28,43,31.75,2,3,3.3,4.65
44,2,30.75639343,-88.27230072,21,57,8.65,1.75,4.33,2.95,5.25
57,2,34.14439392,-118.8935013,36,42,41.65,2,4,3.85,4.35
34,2,40.76080322,-111.891098,26,33,40.55,2.75,2.67,5.2,4.1
22,2,35.10600281,-79.45069885,34,45,36.15,3.25,3.67,4.55,4.05
39,2,44.33850098,-88.40419769,37,39,46.05,3.5,2.67,4.75,5.4
20,2,38.90080261,-94.63770294,32,42,37.25,2,4.33,4.3,4.5
21,2,28.29269409,-82.62789917,32,41,38.35,2.75,3.67,4.95,4.95
47,2,21.45700073,-158.1730042,30,33,44.95,1.75,2,4.5,5.2
34,2,39.1835022,-120.9864044,28,29,47.15,2,2.67,4.35,5.5
34,2,38,-97,18,50,13.05,1,3.67,3.45,6.8
47,2,39.93760681,-77.66110229,38,30,57.05,3,2,3.8,5.4
26,2,41.25860596,-95.93779755,18,57,5.35,1,4,4.25,5.35
29,2,42.18510437,-121.6141052,37,26,60.35,3.5,1.33,3.1,3.85
59,2,29.10139465,-82.35289764,45,37,57.05,3.5,2.33,4.32,6
32,2,41.79750061,-83.77200317,42,54,35.05,4.25,5,6.3,5.7
20,2,40.99189758,-72.19889832,43,44,47.15,3.25,3.33,2.5,5.8
35,2,32.29229736,-81.21820068,43,31,61.45,3.25,2.33,5.5,4.65
35,2,39.39190674,-76.52880096,25,31,41.65,2,3,3.6,4.3
39,2,39.9571991,-74.91619873,32,47,31.75,2.5,3.67,3.4,5.3
32,2,30.25090027,-95.19940186,41,27,63.65,3.25,2,4.5,4.6
41,2,29.46220398,-98.48930359,50,22,79.05,3.5,1.33,5.65,3.95
34,2,30.39239502,-89.10549927,24,45,25.15,1.5,2.67,5.45,5.35
23,2,36.146698,-95.95549774,29,41,35.05,2.25,3,3.84,4.8
43,2,43.17759705,-83.7071991,31,28,51.55,2.5,2,5.05,3.95
32,2,29.94270325,-89.96340179,39,41,46.05,2.5,3.67,4.9,5.6
47,2,27.94749451,-82.45839691,20,39,27.35,1.25,3.33,4.7,5.45
32,2,41.86849976,-71.39279938,43,34,58.15,3.5,3.67,5.15,4.65
32,2,34.77760315,-82.30509949,36,54,28.45,3,4.67,5.45,5.58
30,2,43.79949951,-72.65609741,30,39,38.35,2,4,1.7,4.25
18,2,42.45860291,-71.35970306,21,43,24.05,1.75,3.33,3.75,3.3
27,2,28.53829956,-81.3792038,35,44,38.35,2.25,3,4.85,5.4
50,2,42.33140564,-83.04570007,14,31,29.55,1,2.33,3.8,5.7
53,2,40.44259644,-79.97699738,20,30,37.25,1.75,3,2.95,3.9
49,2,35.40339661,-80.86109924,23,51,17.45,1.25,4.33,4.45,4.55
41,2,30.63670349,-86.66349792,51,49,50.45,4.5,3.67,5.6,5.25
27,2,36.70280457,-76.37290192,21,24,44.95,1.5,3.33,4.1,4.4
33,2,44.40510559,-69.75669861,14,48,10.85,1,3.67,2.45,6.2
52,2,40.43440247,-80.02480316,26,22,52.65,1.5,1.67,3.85,2.9
28,2,43.67700195,-70.37120056,40,48,39.45,3.5,4.33,3.35,5.4
32,2,42.42469788,-71.11119843,19,32,33.95,1.5,3,3.9,4.35
29,2,42.33140564,-83.04570007,33,31,50.45,2.25,3.67,5.9,5.65
41,2,42.9618988,-83.72039795,37,43,41.65,2.75,4,3.95,4.6
44,2,26.60249329,-81.62329865,34,43,38.35,2.5,4,3.25,5.15
31,2,43.0480957,-76.1473999,35,23,61.45,2.5,2,5.1,3.8
34,2,35.51269531,-77.41459656,28,51,22.95,3,4,4.4,5
30,2,33.44299316,-101.8436966,38,38,48.25,2.25,3.33,5.3,5.25
44,2,39.73399353,-94.22280121,40,42,46.05,2.75,3.33,4.9,5.2
32,2,41.46730042,-73.38829803,24,35,36.15,1.5,3.33,4,6.05
29,2,32.91929626,-96.98200226,23,50,18.55,2,4.33,3.85,5.3
31,2,34.22569275,-77.94470215,24,44,26.25,1.75,3,4.75,4.15
47,2,38,-97,50,41,58.15,3.75,3.33,4.7,3.9
29,2,39.35549927,-77.47750092,22,40,28.45,1.75,2.67,3.6,5.2
24,2,30.16720581,-81.77149963,32,35,44.95,2.25,3.33,3.8,5.85
47,2,42.58360291,-83.24549866,28,33,42.75,2.5,3,4.5,5.5
47,2,42.4644928,-83.376297,24,34,37.25,1.75,3,5.15,5.75
50,2,39.71710205,-84.13310242,19,56,7.55,1,5,4.3,6.1
24,2,39.91929626,-75.41899872,16,47,14.15,1.75,3.67,3.6,4.95
30,2,50.07730103,8.242401123,39,32,55.95,2.75,3,5.85,4.1
29,2,30.39790344,-89.03949738,40,29,60.35,2.5,2.67,4.55,5.6
29,2,42.13580322,-71.64309692,25,56,14.15,1.75,4.67,2.89,5.05
33,2,27.91659546,-82.80319977,25,24,49.35,1.25,2,5.1,4
58,2,38,-97,46,25,71.35,3.5,1.67,3.7,5.3
23,2,38,-97,38,30,57.05,2.25,3,5.05,5.4
42,2,38,-97,27,48,25.15,1.75,3.67,4.21,5.35
21,2,35.87130737,-84.98349762,25,32,40.55,1.5,2,4.55,4.3
36,2,27.57009888,-82.37979889,22,46,21.85,2,3,4.45,5
27,2,33.19999695,-117.2425003,26,40,32.85,2,3.33,4.6,5.6
22,2,29.56719971,-95.09249878,24,48,21.85,2,4.67,5.15,4.25
29,2,29.30659485,-94.77230072,42,30,61.45,3.75,2.33,4.55,4.65
23,2,39.39190674,-76.52880096,33,45,35.05,2.25,4.33,4.15,5
20,2,41.70910645,-87.75959778,24,45,25.15,1.75,3.33,3.68,6.05
42,2,29.57060242,-81.21749878,26,53,18.55,1.75,4.67,4.3,6.2
37,2,30.75639343,-88.27230072,25,38,33.95,2,4,5.05,4.17
34,2,32.74920654,-97.22049713,38,45,40.55,3.25,4,4.75,4.4
41,2,42.12869263,-88.26540375,41,40,49.35,4,4,5.6,5.85
38,2,28.51060486,-81.19760132,52,35,66.95,3.5,3,5.6,5.35
63,2,42.46929932,-83.05460358,25,37,35.05,2.25,3.33,4.16,3.53
56,2,37.23620605,-121.8289032,30,39,38.35,2.25,3.67,4.4,5
22,2,34.2868042,-118.6139984,23,53,15.25,1,4.33,4.35,5
28,2,43.78320313,-111.7656021,43,48,42.75,3.5,3.67,5.05,5.95
61,2,28.03739929,-82.39019775,16,38,24.05,1,1.67,4.15,5
57,2,42.06669617,-80.16639709,31,38,40.55,2.25,2.67,4.9,5.05
57,2,41.24000549,-95.96499634,37,40,44.95,2.5,4,5.4,4.4
59,2,41.10580444,-121.3404007,42,38,52.65,3.75,3.33,4.21,5.85
27,2,45.50759888,-122.4306946,26,46,26.25,1.75,3.67,3.85,5.15
31,2,35.9611969,-95.39790344,20,49,16.35,1,3,2.3,5.6
51,2,42.9703064,-72.27999878,30,32,46.05,2,2.33,5.35,4.55
67,2,41.49169922,-75.98490143,21,43,24.05,1.75,3.33,3.3,5.8
64,2,35.46150208,-86.4897995,27,36,38.35,1.5,3.33,4.53,4.55
27,2,33.05110168,-96.06990051,36,28,57.05,3,2.67,3.9,4.1
36,2,30.27929688,-81.58509827,24,30,41.65,2.25,2.67,4.5,2.7
33,2,47.60620117,-122.3320999,18,46,17.45,1.5,3.67,4.95,4.85
23,2,42.03340149,-88.08339691,31,46,31.75,2,4.33,4.55,5.3
38,2,35.16130066,-101.8789978,21,37,30.65,2.25,3.67,3.85,3.75
26,2,39.27209473,-94.56990051,23,39,30.65,1.5,3,2.8,4.7
56,2,39.94219971,-82.97429657,23,48,20.75,1.75,4,3.7,5.55
31,2,34.66490173,-112.2939987,25,34,38.35,1.25,3,3.05,4.5
42,2,30.42129517,-87.21690369,38,37,49.35,3,3,4.35,5.25
24,2,30.18699646,-92.07730103,25,51,19.65,1.5,4,4.8,3.3
62,2,32.09570313,-81.25309753,32,56,21.85,3,4.67,4,4.35
51,2,43.33760071,-74.95359802,39,40,47.15,2.5,3.67,3.15,5
64,2,28.73460388,-81.41139984,30,53,22.95,2,4.33,4.4,5.15
29,2,26.15260315,-81.73639679,32,30,50.45,1.75,2,3.8,4.75
43,2,26.61759949,-80.09059906,51,39,61.45,3.5,2.67,5.6,5.8
59,2,37.97529602,-121.3244019,29,35,41.65,3,3,4.15,4.65
48,2,45.09460449,-93.2582016,31,22,58.15,2,1.33,4.15,4.7
34,2,38.63009644,-90.08899689,38,34,52.65,2.75,2.33,5.4,4.45
30,2,40.69450378,-74.26899719,23,52,16.35,1,5,5.4,6.45
61,2,28.99699402,-81.0562973,18,40,24.05,1.75,3.67,4.55,4.4
22,2,35.94999695,-78.96160126,29,49,26.25,1.5,4,4.85,4.65
38,2,33.64750671,-112.3883972,53,24,80.15,4.25,1.33,5.7,4.55
56,2,40.29679871,-111.6761017,22,41,27.35,1.25,3.33,4.35,5.3
24,2,39.7427063,-105.1186981,37,29,57.05,1.75,2.67,4.6,4.05
32,2,35.17680359,-80.85440063,21,31,37.25,1.75,2.67,4.25,4.8
39,2,33.93060303,-84.46130371,42,23,69.15,3.5,2,5.05,3.7
28,2,40.64059448,-74.01689911,35,33,50.45,2.75,2.67,3.37,5.45
52,2,39.93670654,-75.2621994,37,40,44.95,2.25,3.67,4.7,4.8
21,2,41.75830078,-74.06569672,36,45,38.35,2.75,4,4,4
46,2,34.43080139,-118.4645004,25,41,30.65,2,3.67,3.1,4.26
26,2,34.69799805,-118.1367035,36,37,47.15,2,2.33,3.8,5.65
26,2,34.13789368,-118.0259018,24,31,40.55,2.5,1.67,3.5,3.85
50,2,42.95129395,-87.94329834,30,48,28.45,3,3.67,3.8,3.65
50,2,33.84660339,-98.53009796,34,45,36.15,2.25,3.67,3.9,5.45
33,2,31.64360046,-106.274498,19,59,4.25,1.25,5,3.05,5.8
20,2,26.63859558,-80.25119781,39,35,52.65,2.25,3.33,5,5.05
37,2,33.98599243,-80.99720001,33,38,42.75,2.25,3,4.1,4.8
25,2,30.334198,-81.58229828,40,50,37.25,3,4,6.55,6.85
40,2,35.75090027,-78.77890015,24,44,26.25,1,3.33,5.8,5
51,2,33.17689514,-96.69850159,25,44,27.35,1.75,3.33,4,5.75
40,2,27.94749451,-82.45839691,24,51,18.55,1.5,3.67,3.7,5.63
34,2,28.08360291,-81.44049835,24,50,19.65,1.75,3,6,5.85
38,2,40.22639465,-111.6969986,33,33,48.25,2,2.67,3,4.9
38,2,40.02049255,-83.01719666,32,47,31.75,1.75,3.67,5.85,4.15
39,2,40.87420654,-81.23259735,37,41,43.85,1.75,4.33,5.65,4
40,2,43.13110352,-88.33589935,14,52,6.45,1.25,3.67,4.2,5.37
31,2,39.16529846,-86.52639771,39,37,50.45,3,3,4.8,4.7
36,2,37.18269348,-94.28959656,24,53,16.35,2.25,4,2.75,5.55
35,2,33.72889709,-86.64849854,28,46,28.45,1.75,3.67,3.3,5.5
47,2,32.3368988,-111.0502014,25,44,27.35,2,3.33,3.2,4.95
43,2,37.29420471,-81.18319702,44,44,48.25,3.25,3.67,5,4.63
30,2,41.83790588,-71.39320374,22,51,16.35,1.5,3.67,5.35,4.95
19,2,43.15319824,-76.21160126,25,41,30.65,1.5,3.33,4.15,5.75
34,2,43.17649841,-76.36399841,17,60,0.95,1.25,5,3.8,5.6
51,2,33.94569397,-118.0388031,22,49,18.55,1.25,3.67,4.25,5
28,2,34.13850403,-89.58799744,36,51,31.75,2.25,5,5.7,6.1
28,2,33.9394989,-89.66429901,21,48,18.55,1,3.67,5.5,5.85
42,2,34.36810303,-88.67420197,20,40,26.25,1.25,3.67,4.47,4.75
31,2,39.98930359,-75.61199951,22,45,22.95,1.5,3.33,2.65,5.45
26,2,40.73910522,-73.98259735,36,25,60.35,2.5,1.67,5.47,4.25
26,2,42.65339661,-73.80750275,21,42,25.15,1.75,3.33,4,5.1
30,2,33.021698,-97.22239685,34,42,39.45,2,3.33,3.55,4.85
34,2,35.90220642,-78.62830353,30,54,21.85,2.25,4.67,4.25,5.25
38,2,34.68389893,-82.81169891,21,34,33.95,1.25,3,3.6,4.15
21,2,37.95770264,-121.290802,34,43,38.35,2.75,3,2.55,5.6
21,2,26.62030029,-80.05919647,20,46,19.65,1.5,3.33,4.45,5.45
37,2,42.29240417,-85.69080353,29,41,35.05,2,3.33,2.8,5.3
33,2,33.81100464,-84.28690338,37,51,32.85,3.5,4.67,4.55,5.5
42,2,37.21899414,-93.31759644,28,42,32.85,2.5,4,3.65,5.45
22,2,40.04829407,-85.6855011,16,24,39.45,1,1,4.65,4.7
37,2,36.67990112,-121.7897034,23,39,30.65,1.75,2,3.55,4.95
31,2,38.98500061,-95.34359741,33,28,53.75,2.75,2,4.55,3.7
40,2,32.51289368,-94.79540253,31,45,32.85,2.5,3.33,4.45,5.15
33,2,34.00169373,-84.47100067,26,35,38.35,1.75,1.67,6.1,5.15
27,2,37.33940125,-121.8950043,24,44,26.25,1.5,4,3.06,4.75
26,2,32.66070557,-96.917099,18,39,25.15,1.25,3,4.6,5.65
54,2,38.58309937,-121.4920959,34,46,35.05,2.75,4,4.8,5.1
55,2,28.29269409,-82.62789917,24,30,41.65,2,2.67,3.1,4.75
62,2,39.95230103,-75.1638031,19,44,20.75,1,3.67,2.85,5.11
42,2,38.74049377,-77.56210327,43,24,69.15,3.75,1.67,5.68,4.35
23,2,40.96580505,-73.95850372,38,37,49.35,2.5,3.33,4.58,4.65
35,2,39.7684021,-86.15799713,30,34,43.85,2,3.67,3.25,4.8
21,2,40.41690063,-74.25789642,48,16,83.45,3.5,1,5.05,2.65
25,2,40.41690063,-74.25789642,25,29,43.85,1.75,2.33,5.05,4.35
61,2,42.0428009,-88.07980347,39,44,42.75,3.25,3.67,4.05,5.15
53,2,37.77310181,-121.7514954,28,43,31.75,2.25,3.67,4.35,4.65
22,2,34.13789368,-118.1296005,19,43,21.85,1,2.33,3.4,4.65
23,2,34.14779663,-118.1445007,20,42,24.05,1,2.33,4,4.9
41,2,36.89849854,-89.56690216,28,43,31.75,2.25,4,3.9,5.95
25,2,35.46760559,-97.5164032,30,45,31.75,2.5,4,3.2,4.95
51,2,29.51420593,-95.19029999,26,15,60.35,1.25,1.33,4.75,2.47
43,2,42.27110291,-89.09400177,34,41,40.55,2.75,3.67,4.1,3.95
28,2,42.20379639,-71.00219727,35,50,31.75,2.25,4,5.35,4.25
34,2,40.43440247,-80.02480316,45,17,79.05,2.25,1.33,5.9,3.05
45,2,47.20979309,-122.4091949,30,37,40.55,2.25,3.33,4.8,4.7
29,2,36.17500305,-115.1371994,43,39,52.65,2.5,2.33,6.15,5.05
21,2,42.46980286,-92.30950165,33,44,36.15,2.5,4,4.35,4.25
21,2,42.27879333,-71.4434967,29,52,22.95,2.5,3.67,6,5.45
54,2,43.59449768,-83.88890076,26,54,17.45,1,5,4.47,5.37
32,2,33.54460144,-86.92919922,43,28,64.75,3,2.33,4.25,5.3
38,2,28.25190735,-80.66069794,27,33,41.65,2.5,2.67,3.4,5.1
35,2,42.98330688,-80.59999847,21,55,10.85,2,4.67,4.5,5.6
25,2,38.93760681,-77.09279633,32,35,44.95,2.75,2.67,5.15,3.7
51,2,35.11439514,-91.90670013,28,35,40.55,1.5,2.67,5.65,5.25
44,2,46.48480225,-111.3486023,17,34,29.55,1,2.67,3.5,4.65
34,2,35.77209473,-78.63860321,30,37,40.55,2.5,4,5.8,6.05
28,2,40.43440247,-80.02480316,36,50,32.85,3,5,5.45,5.3
22,2,41.80140686,-87.60050201,36,38,46.05,3.25,3.33,4.65,4.95
62,2,38.21330261,-84.2256012,26,32,41.65,2.25,2.33,4.16,4.6
33,2,39.98309326,-86.28759766,22,41,27.35,1.25,3,3.8,4.6
31,2,38.79699707,-94.44920349,37,33,52.65,2.75,2.67,5.4,5.2
59,2,30.73080444,-90.60980225,34,39,42.75,3.25,3,4.2,4.9
44,2,34.12809753,-118.289299,36,44,39.45,2.25,4,5.6,5.3
29,2,36.24940491,-86.56790161,33,45,35.05,2.25,4.33,4.5,3.55
22,2,33.87680054,-117.8930969,26,55,16.35,2.5,4.67,3.8,4.4
55,2,42.68029785,-84.56310272,14,51,7.55,1,4.33,3.35,5
51,2,44.1098938,-87.70999908,22,19,51.55,1.75,1.67,4.85,5.1
31,2,34.86749268,-92.40010071,33,37,43.85,2.5,2.67,3.7,4.4
51,2,35.23300171,-97.41220093,34,39,42.75,2.75,3.67,4.95,4.65
40,2,33.45140076,-84.18699646,32,53,25.15,1.75,4.67,4.7,4.85
51,2,29.36610413,-98.37670135,25,45,26.25,1,4,5.1,5.65
26,2,44.26800537,-88.33760071,30,50,26.25,2.5,3.67,4.35,4.75
20,2,41.41630554,-81.92250061,20,58,6.45,1.25,5,4.45,6
56,2,38.04960632,-77.34660339,33,24,58.15,2.25,1,5.15,4.65
28,2,39.0572052,-94.59329987,30,48,28.45,2,4.33,4.79,4.5
23,2,40.71429443,-74.0059967,26,29,44.95,2.5,1.67,4.16,5
21,2,42.4644928,-83.376297,49,44,53.75,3.75,4,4.2,4.7
30,2,38,-97,35,37,46.05,2,2.67,4.8,5.15
41,2,41.6302948,-87.85389709,32,40,39.45,2.75,3,5.05,4.85
31,2,30.42849731,-91.01950073,43,22,71.35,3,1.67,4.55,4.2
28,2,38.53779602,-121.4459991,40,42,46.05,2.5,2.67,4.85,5.7
40,2,33.78840637,-84.34909821,33,50,29.55,2,4,4.4,5.35
36,2,45.60229492,-122.5167007,33,40,40.55,2.5,3.33,3.8,4.65
46,2,41.8500061,-87.65000153,30,37,40.55,2.5,2.67,5.45,5.3
22,2,33.94099426,-83.43409729,30,22,57.05,2.25,2,5,4.85
54,2,37.4960022,-77.47119904,31,31,48.25,1.75,2.33,5.45,4.1
33,2,34.05220032,-118.2436981,21,52,14.15,2,4,5.6,4.25
30,2,34.30670166,-85.26999664,29,36,40.55,1.5,2.33,4.45,5.16
33,2,42.331604,-88.05449677,38,36,50.45,3,3.33,4.1,4.8
26,2,40.80949402,-81.37989807,34,43,38.35,2.25,3,2.15,5.25
37,2,30.8394928,-88.09680176,34,48,32.85,2.5,4,3.3,5.35
23,2,33.5243988,-81.94239807,22,40,28.45,2.25,3.33,4.25,4.65
34,2,29.93969727,-82.70050049,32,34,46.05,3,3,3.75,3.35
40,2,39.03590393,-86.83930206,30,43,33.95,2.25,3,4.55,4.05
25,2,33.97819519,-117.9039993,23,51,17.45,1.5,4.33,5.45,5.15
33,2,38,-97,38,41,44.95,2.5,3.33,5.4,5
27,2,44.97999573,-93.26380157,37,41,43.85,3.5,3.67,5.32,5.1
46,2,39.29040527,-76.61219788,22,51,16.35,1.5,3.33,4.95,5.3
22,2,42.35839844,-71.05979919,35,39,43.85,3.25,3.33,3.8,4.6
20,2,26.12229919,-80.1434021,31,36,42.75,2.25,3.67,5.05,5.1
33,2,47.60620117,-122.3320999,34,47,33.95,2.5,4,5.65,5.6
37,2,28.02220154,-81.73290253,48,35,62.55,3.5,3.67,4.4,5.55
47,2,34.05220032,-118.2436981,31,26,53.75,2.5,1.67,3.2,3
55,2,32.78309631,-96.80670166,49,27,72.45,3,1.67,5.95,4.75
27,2,32.78309631,-96.80670166,22,39,29.55,1,1,5.2,4.95
25,2,42.4178009,-83.10449982,18,40,24.05,1.25,3.33,2.7,5.25
41,2,39.21459961,-94.51589966,37,37,48.25,1.75,2.67,4.3,4.85
36,2,41.55810547,-73.05149841,17,49,13.05,1.5,3,3.65,5.4
49,2,41.56550598,-85.33779907,45,46,47.15,3.75,4.33,5.2,4.25
59,2,43.05999756,-91.05680084,33,50,29.55,2.25,4.33,4.25,6.05
36,2,40.29229736,-76.59089661,24,38,32.85,1.75,3,5,5.05
35,2,42.06430054,-87.99210358,42,29,62.55,2.5,2,4.25,5
20,2,42.01060486,-87.66860199,37,34,51.55,2.25,2.67,4.7,4.3
41,2,27.94470215,-82.79429626,19,40,25.15,1,3.67,4.4,4.45
51,2,27.88459778,-82.82769775,36,41,42.75,1.75,3.33,4.75,4.74
61,2,27.90029907,-82.30239868,17,46,16.35,1,3.67,4.6,6.2
34,2,33.25419617,-96.68630219,42,28,63.65,3,2.33,5.85,4.05
49,2,32.7243042,-97.08049774,24,34,37.25,1.75,2.33,3.2,5.3
46,2,35.09860229,-92.21749878,28,47,27.35,2,4.33,4.95,5.3
35,2,37.81799316,-89.02780151,38,52,32.85,3.75,3.67,4.45,5.05
32,2,30.75639343,-88.27230072,32,36,43.85,2.5,3.33,5.35,5.55
28,2,36.97839355,-93.23320007,29,27,50.45,2.5,2,4.5,5.2
45,2,30.23330688,-93.20149994,43,38,53.75,2.5,3.67,6.15,5.75
33,2,41.48699951,-90.47730255,22,40,28.45,1.75,2.33,2.8,4.85
30,2,40.03289795,-88.57649994,22,40,28.45,1.75,3,3.65,4.95
53,2,37.83000183,-86.09339905,46,47,47.15,4,4,5.2,5.05
23,2,37.19250488,-94.56430054,28,42,32.85,2,3.33,3.75,5.75
48,2,34.05220032,-118.2436981,24,43,27.35,1.5,3.67,4.9,5.15
26,2,31.59829712,-84.21269989,15,36,25.15,1.25,2,2.9,5.4
28,2,37.73269653,-89.20339966,44,25,69.15,4.25,1,3.95,3
64,2,40.84240723,-91.1072998,21,37,30.65,1,3,4.65,5
23,2,33.75840759,-118.3162994,31,35,43.85,3,2.67,3.25,4.65
31,2,39.60249329,-75.69450378,23,47,21.85,1.25,3.33,4.11,5.25
